Name	Set	ImageFile	Rarity	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
% Hogue	DS9	hogue	U	U	PERSONNEL	CARDASSIAN	CIVILIAN	7	6	6				(STF)[DS9]						CIVILIAN * Youth  * SCIENCE  * Navigation  * Honor
% HOLOSUITE	HA	holosuite	C	131 C	SITE									[HA]						This site must be placed adjacent to Quark's Bar (or another Holosuite). Has a Holodeck. Holoprogram cards may be played here (limit one; station controller may discard it during their turn). [Holo] Equipment cards and compatible [Holo] personnel may report here, and may be transferred directly to/from owner's ship docked at this station. Terok Nor OR Deep Space 9: Promenade
% Hophalin	Voy	hophalin	C	180 C	PERSONNEL	VIDIIAN	ENGINEER	6	7	5				(STF)[Voy][DQ]						ENGINEER * Computer  Skill * Archaeology  * Physics  * Treachery
% Hunting Vessel	Borg	huntingvessel	C	125 C	SHIP	HIROGEN	LIGHT CRUISER	7	X	9				[Borg][DQ]	(STF)(STF)			Decaren, Idrin, Karon		X=7+ number of your other staffed [Hir] ships here. Tractor Beam
% Husnock Ship	Premiere	husnockship	U	U	SHIP	NON-ALIGNED	UNKNOWN	6	9	12				UNKNOWN	(CMD)(STF)(STF)					Holodeck, Tractor Beam
% I.K.C. K't'inga	TMP	ikcktinga	C	119 C	SHIP	KLINGON	K'T'INGA	5	6	6				[AU][TMP]/Films\	/Films\					Cloaking Device, Tractor Beam \DL/ Any  % Klingon /Films\ personnel
% I.K.C. K'Vort	Premiere	ikckvort	C	C	SHIP	KLINGON	K'VORT	8	6	6					(STF)					Cloaking Device, Tractor Beam
% I.K.C. Vor'Cha	Premiere	ikcvorcha	C	C	SHIP	KLINGON	VOR'CHA	9	8	7					(CMD)(STF)(STF)					Cloaking Device, Tractor Beam
% I.S.S. Constitution	MM	issconstitution	C	119 C	SHIP	FEDERATION	CONSTITUTION	6	5	6				[AU][TE][MM][MQ]/OS\	[TE]					Tractor Beam \DL/ Any  %[TE]/OS\ personnel
% IMPOSE ORDER	OTSD	imposeorder	P	P	MISSION	Planet,[ROMULAN][KLINGON][CARDASSIAN][DOMINION]					35*	Pre-unified world	4	[P](AQ)						Diplomacy + Treachery + STRENGTH>40 * Unopposed OFFICER on planet may steal points.
% Inge Eiger	FC	ingeeiger	C	C	PERSONNEL	FEDERATION	ENGINEER	8	4	5				(STF)[FC]						ENGINEER * Geology
% Inglatu	ROA	inglatu	C	C	PERSONNEL	DOMINION	CIVILIAN	5	7	11				(STF)[ROA][GQ]						CIVILIAN * Greed  * Acquisition  * MEDICAL  * Geology
% INVESTIGATE INCURSION	OTSD	investigateincursion	P	P	MISSION	Planet,Any crew may attempt mission.					X	Border of known space	4	[P](AQ)						SECURITY + (Shelby OR Leadership + OFFICER x2) Player: X=30 (45 if [Borg] or [    Q] card or Borg Ship dilemma here). Opponent: Your Borg ships may report with crew here. Any crew may attempt mission. Your Salvage Starship objective may target this location.
% Jabara	DS9	jabara	U	U	PERSONNEL	BAJORAN	MEDICAL	7	6	4				[DS9]						MEDICAL * Exobiology  * Youth
% Jace Michaels	DS9	jacemichaels	C	C	PERSONNEL	FEDERATION	OFFICER	6	7	6				(CMD)[DS9]						OFFICER * Diplomacy  * Physics  * Honor
% Jacobson	TMP	jacobson	C	55 C	PERSONNEL	FEDERATION	MEDICAL	7	7	5				(STF)[AU][TMP]/Films\						MEDICAL * Biology  * Honor
% Jaheel	DS9	jaheel	C	C	PERSONNEL	NON-ALIGNED	CIVILIAN	5	6	5				(CMD)[DS9]					War Council	CIVILIAN * Navigation  * Computer  Skill * SCIENCE
% Jaron	Premiere	jaron	C	C	PERSONNEL	ROMULAN	SECURITY	4	7	9				(STF)						SECURITY * Geology  * Youth
% Jasad	DS9	jasad	U	U	PERSONNEL	CARDASSIAN	OFFICER	5	6	8				(CMD)[DS9]					Central Command	OFFICER * Physics  * Stellar  Cartography
% Javek Len	MM	javeklen	C	52 C	PERSONNEL	BAJORAN	CIVILIAN	7	6	5				[KCA][MM][MQ]						CIVILIAN * Music  * SCIENCE  * Astrophysics
% J'Ddan	Premiere	jddan	C	C	PERSONNEL	KLINGON	SCIENCE	2	6	6				(STF)						SCIENCE * Exobiology  * Treachery
% Jem'Hadar Attack Ship	Dom	jemhadarattackship	C	C	SHIP	DOMINION	ATTACK SHIP	6	8	8				[Dom](GQ)	(STF)					May avoid being targeted by Establish Tractor Lock. Invasive Transporters
% Jem'Hadar Warship	Dom	jemhadarwarship	U	U	SHIP	DOMINION	BATTLE CRUISER	9	9	9				[Dom][GQ]	(CMD)(STF)(STF)					Tractor Beam, Invasive Transporters
% Jenok	TWT	jenok	C	94 C	PERSONNEL	ROMULAN	SCIENCE	6	8	5				[TWT]						SCIENCE * Geology  * Exobiology  * Youth
% Jera	Premiere	jera	C	C	PERSONNEL	ROMULAN	MEDICAL	4	7	6				[Holo]						MEDICAL * Biology  * Youth
% Jetarn	Borg	jetarn	C	83 C	PERSONNEL	HIROGEN	SECURITY	5	6	8				(CMD)[Borg][DQ]					Hirogen Hunt (Karr)	SECURITY * MEDICAL  * Computer  Skill
% Joseph Carey	Voy	josephcarey	C	121 C	PERSONNEL	FEDERATION	ENGINEER	6	7	6				(STF)[Voy][DQ]						ENGINEER * Physics
% Joseph Travis	FC	josephtravis	C	C	PERSONNEL	FEDERATION	SECURITY	8	5	6				(STF)[FC]						SECURITY * Honor  * Youth
% Jural	DS9	jural	C	C	PERSONNEL	CARDASSIAN	OFFICER	5	6	6				(CMD)[DS9]						OFFICER * Astrophysics  * SCIENCE
% Kalita	DS9	kalita	C	C	PERSONNEL	NON-ALIGNED	OFFICER	5	6	5				(STF)[Maq][DS9]						OFFICER * Anthropology  * Computer  Skill * Navigation
% Kallis Ven	DS9	kallisven	C	C	PERSONNEL	BAJORAN	SECURITY	6	5	7				(STF)[DS9]						SECURITY * Navigation  * Computer  Skill
% Kamok	Borg	kamok	C	97 C	PERSONNEL	KLINGON	SECURITY	5	6	7				(STF)[Borg][DQ]						SECURITY * Computer  Skill
% Karemman Vessel	ROA	karemmanvessel	C	C	SHIP	DOMINION	FREIGHTER	8	5	6				[ROA][GQ]	(STF)			Hanok		Tractor Beam
% Karen Loews	DS9	karenloews	C	C	PERSONNEL	FEDERATION	MEDICAL	7	6	4				[DS9]						MEDICAL * Biology  * Anthropology
% Kar'meth	HA	karmeth	C	78 C	PERSONNEL	KLINGON	SCIENCE	6	7	6				(STF)[HA][DQ]						SCIENCE * Biology  * Stellar  Cartography
% Karnog	TMP	karnog	C	78 C	PERSONNEL	KLINGON	SCIENCE	7	6	7				(STF)[AU][TMP]/Films\						SCIENCE * Geology
% Kazon Fighter	Borg	kazonfighter	U	127 U	SHIP	KAZON	FIGHTER/SHUTTLECRAFT	7	5	5				[Borg][DQ]				Karden		May report for free aboard your Kazon Raider if no ships aboard. \DL/ Blue  Alert  --- Has no transporters.
% Kazon Outpost	Voy	kazonoutpost	C	55 C	FACILITY	KAZON	OUTPOST			34				[Voy][DQ]						Seed one at a [Kaz] or [NA] location OR build at such a location where you have a Kazon ENGINEER. Has no transporters. \DL/ The  Kazon Collective
% Kazon Raider	Voy	kazonraider	C	195 C	SHIP	KAZON	RAIDER	9	7	7				[Voy][DQ]	(STF)			Culluh, Haron, Surat		Kazon shuttlecraft may report, be carried, and launch aboard. Tractor Beam  --- Has no transporters.
% Kazon Shuttle	Voy	kazonshuttle	C	196 C	SHIP	KAZON	SHUTTLECRAFT/BOARDING POD	6	3	5				[Voy][DQ]						Once each turn, may take off or land. \DL/ Boarding  Party   --- Has no transporters.
% Kazon Warship	Voy	kazonwarship	R	197 R	SHIP	KAZON	PREDATOR	8	11	12				[Voy][DQ]	(CMD)(STF)(STF)			Razik		Ships with fewer staffing icons may be carried and launched aboard. Tractor Beam   --- Has no transporters.
% K'chiQ	QC	kchiq	C	C	PERSONNEL	KLINGON	CIVILIAN	6	4	7				[AU]						CIVILIAN * When  reporting for duty, select any skill. May change that skill at the start of each of your turns. --- Discard if another K'chiQ or no male Klingon present.
% Keeve Falor	Dom	keevefalor	C	C	PERSONNEL	BAJORAN	V.I.P.	7	7	5				(STF)[Dom]						V.I.P. * Leadership  * Biology  * Honor * Your  [Baj] CIVILIANs present are attributes all +2.
% Keldon	BOG	keldon	C	C	SHIP	CARDASSIAN	KELDON	8	8	8				[BOG]	(CMD)(STF)(STF)					Tractor Beam
% Keldon Advanced	Dom	keldonadvanced	R	R	SHIP	CARDASSIAN	MODIFIED KELDON	9	10	9				[Dom]	(CMD)(STF)(STF)					Cloaking Device, Tractor Beam --- Attributes all -3 unless Obsidian Order in crew
% Kered	TWT	kered	C	80 C	PERSONNEL	KLINGON	SECURITY	4	5	8				(STF)[AU][TWT]/OS\						SECURITY * MEDICAL  * Archaeology
% Klag	Premiere	klag	C	C	PERSONNEL	KLINGON	OFFICER	6	5	7				(CMD)						OFFICER * Navigation
% Kle'eg	Premiere	kleeg	C	C	PERSONNEL	KLINGON	SECURITY	6	4	7				(STF)						SECURITY * Honor
% Klingon Empire Outpost	MM	klingonempireoutpost	C	30 C	FACILITY	KLINGON	OUTPOST			34				[KCA][MM][MQ]						Seed one OR build where you have a [KCA] ENGINEER.
% Komal	TMP	komal	C	80 C	PERSONNEL	KLINGON	MEDICAL	6	7	7				(STF)[AU][TMP]/Films\						MEDICAL * Biology  * Archaeology  * Honor
% Konuric	Borg	konuric	C	87 C	PERSONNEL	HIROGEN	OFFICER	5	6	9				(STF)[Borg][DQ]					Hirogen Hunt (Netek)	OFFICER * ENGINEER  * Geology
% Kor'choth	TMP	korchoth	C	81 C	PERSONNEL	KLINGON	SECURITY	8	7	5				(STF)[AU][TMP]/Films\					The Great Hall	SECURITY * Leadership  * Honor  * Transporter  Skill
% Koret'alak	Dom	koretalak	C	C	PERSONNEL	DOMINION	SECURITY	5	7	8				(STF)[KW][Dom][GQ]						SECURITY * Physics  * Stellar  Cartography
% Korvek	MM	korvek	C	92 C	PERSONNEL	KLINGON	ENGINEER	6	7	6				(STF)[KCA][MM][MQ]						ENGINEER * Computer  Skill * Transporter  Skill * Archaeology
% Kromm	Premiere	kromm	C	C	PERSONNEL	KLINGON	ENGINEER	5	6	8				(STF)						ENGINEER * Physics
% Krozh	ROA	krozh	C	C	PERSONNEL	NON-ALIGNED	SECURITY	3	5	10				(STF)[ROA]						SECURITY * Navigation  * Treachery  * Guramba * May  report where you have FCA present.
% Krunk	ROA	krunk	C	C	PERSONNEL	FERENGI	ENGINEER	6	6	5				(STF)[ROA]						ENGINEER * Physics  * Computer  Skill * Transporter  Skill
% K'Tesh	Premiere	ktesh	C	C	PERSONNEL	KLINGON	ENGINEER	5	5	6				[Holo]						ENGINEER * Stellar  Cartography
% Lam	TWT	lam	C	50 C	PERSONNEL	DOMINION	SECURITY	5	7	9				(STF)[TWT]						SECURITY * Anthropology  * Computer  Skill
% Letek	ROA	letek	C	C	PERSONNEL	FERENGI	OFFICER	4	7	8				(CMD)[ROA]						OFFICER * Treachery  * Geology  * MEDICAL * May  nullify Ferengi Attack at this location.
% Limara'son	Dom	limarason	C	C	PERSONNEL	DOMINION	SECURITY	5	7	9				(STF)[KW][Dom][GQ]						SECURITY * Astrophysics  * Navigation
% Linda Larson	Premiere	lindalarson	C	C	PERSONNEL	FEDERATION	ENGINEER	7	5	4				(STF)						ENGINEER * Youth
% Lojal	DS9	lojal	C	C	PERSONNEL	FEDERATION	V.I.P.	6	7	6				(STF)[DS9]		Vulcan			Office of the President	V.I.P. * Diplomacy  * Mindmeld  * Anthropology  * Navigation
% Lojur	TMP	lojur	C	58 C	PERSONNEL	FEDERATION	OFFICER	6	6	5				(STF)[AU][TMP]/Films\						OFFICER * Navigation  * Transporter  Skill
% Lokirrim Vessel	AGT	lokirrimvessel	P	39 P	SHIP	NON-ALIGNED	PATROL SHIP	7	7	6				[DQ]	(CMD)(STF)					Tractor Beam  All [Holo] cards here are deactivated.
% Loreva	MM	loreva	C	93 C	PERSONNEL	KLINGON	MEDICAL	5	6	6				[KCA][MM][MQ]						MEDICAL * Exobiology
% Losarus	Voy	losarus	C	181 C	PERSONNEL	VIDIIAN	SCIENCE	5	7	4				(STF)[Voy][DQ]						SCIENCE * Geology  * Astrophysics  * Stellar  Cartography
% Lt. Grant	TWT	ltgrant	C	64 C	PERSONNEL	FEDERATION	SECURITY	6	5	7				(STF)[AU][TWT]/OS\						SECURITY * May  replace your /OS\ personnel present who was just randomly selected to
% Lt. Palmer	AGT	ltpalmer	P	20 P	PERSONNEL	FEDERATION	ENGINEER	7	6	4				(STF)[AU]/OS\						ENGINEER * Anthropology  * Computer Skill
% Makla'gor	Dom	maklagor	C	C	PERSONNEL	DOMINION	SECURITY	7	6	9				(STF)[KW][Dom][GQ]						SECURITY * Astrophysics  * Exobiology  * Honor
% Maleth	HA	maleth	C	122 C	PERSONNEL	VIDIIAN	SECURITY	4	8	4				(CMD)[HA][DQ]						SECURITY * Leadership  * Physics  * Transporter  Skill * Opposing  personnel are STRENGTH -1 where present.
% Maniz	Voy	maniz	C	150 C	PERSONNEL	KAZON	OFFICER	6	7	8				(CMD)[Voy][DQ]					The Kazon Collective (Nistrim)	OFFICER * Archaeology  * Navigation  * Leadership
% Marauder	MM	marauder	C	79 C	PERSONNEL	FEDERATION	SECURITY	5	5	8				(STF)[TE][MM][MQ]						SECURITY * Computer  Skill * Exobiology
% Mariah Henley	Voy	mariahhenleyfed	C	124 C	PERSONNEL	FEDERATION/NON-ALIGNED	OFFICER	5	7	5				(STF)[Maq][Voy][DQ]						OFFICER * Geology  * Computer  Skill
% Mariah Henley*	Voy	mariahhenleyna	C	124 C	PERSONNEL	FEDERATION/NON-ALIGNED	OFFICER	5	7	5				(STF)[Maq][Voy][DQ]						OFFICER * Geology  * Computer  Skill
% Mark Tobiaston	TMP	marktobiaston	C	59 C	PERSONNEL	FEDERATION	ENGINEER	7	6	6				(STF)[AU][TMP]/Films\						ENGINEER * Anthropology  * Exobiology
% MARKET RESEARCH	ROA	marketresearch	C	C	MISSION	Space,[NON-ALIGNED][FERENGI]					30	Uncommercialized system	5	[ROA](AQ)						Greed x2 + Acquisition + Anthropology + Stellar Cartography + CUNNING>35
% Mas'ud	TMP	masud	C	99 C	PERSONNEL	NON-ALIGNED	CIVILIAN	4	9	10				(STF)[AU][TMP]/Films\					Revenge Is A Dish Best Served Cold, War Council	CIVILIAN * May  download Ceti Eel to place directly on adversary he just stunned. * Biology  * SCIENCE  * Geology
% McKnight	Premiere	mcknight	C	C	PERSONNEL	FEDERATION	OFFICER	5	6	3				(STF)						OFFICER * Navigation  * Youth  * Music
% Mendon	Premiere	mendon	C	C	PERSONNEL	FEDERATION	SCIENCE	7	5	2				(STF)						SCIENCE * Physics
% Mercenary Ship	Premiere	mercenaryship	C	C	SHIP	NON-ALIGNED	UNKNOWN	7	7	7				UNKNOWN	(STF)(STF)			Baran		Long-Range Scan Shielding
% MILITARY EXERCISES	SD2	militaryexercises	P	P	MISSION	Planet,[ROMULAN][KLINGON][CARDASSIAN][DOMINION]					30	Unclaimed sector of space	4	[P](AQ)						SECURITY + Leadership + CUNNING>28 + ship with two or more staffing icons
% Military Freighter	DS9	militaryfreighter	U	U	SHIP	CARDASSIAN	MILITARY FREIGHTER	7	5	6				[DS9]	(STF)					Tractor Beam
% MINERAL SURVEY	OTSD	mineralsurvey	P	P	MISSION	Planet,Any Away Team may attempt mission.					25	Planetoid	2	[P](AQ)						Geology + SCIENCE + CUNNING>28 When you solve, draw up to 2 cards.
% Minister Rozahn	DS9	ministerrozahn	C	C	PERSONNEL	BAJORAN	V.I.P.	5	7	5				[DS9]					Chamber of Ministers	V.I.P. * Leadership  * Stellar  Cartography * SCIENCE
% Miradorn Raider	DS9	miradornraider	U	U	SHIP	NON-ALIGNED	UNKNOWN	8	7	7				[DS9]	(CMD)(STF)			Ah-Kel and Ro-Kel		Long-Range Scan Shielding
% Mirror Ferengi Shuttle	MM	mirrorferengishuttle	U	123 U	SHIP	FERENGI	SHUTTLECRAFT	6	4	5				[KCA][TE][MM][MQ]				Mr. Brunt		Your [MQ] Ferengi and Ezri may report aboard (if Mr. Brunt, reports for free).
% Mopak	BOG	mopak	C	C	PERSONNEL	ROMULAN	SECURITY	6	7	7				(STF)[BOG]						SECURITY * Biology
% Mordoc	TWT	mordoc	C	76 C	PERSONNEL	FERENGI	SECURITY	3	7	6				(STF)[TWT]						SECURITY * Astrophysics
% Mr. Andrews	MM	mrandrews	C	81 C	PERSONNEL	FEDERATION	CIVILIAN	6	7	5				[TE][MM][MQ]						CIVILIAN * Biology  * MEDICAL
% Nadirum	Voy	nadirum	C	183 C	PERSONNEL	VIDIIAN	OFFICER	5	7	5				(CMD)[Voy][DQ]				Vidiian Cruiser		OFFICER * Leadership  * Computer  Skill * Navigation  \DL/ Organ  Theft
% Nalan Bal	DS9	nalanbal	C	C	PERSONNEL	BAJORAN	SCIENCE	5	8	5				[DS9]						SCIENCE * Astrophysics  * Navigation
% Narik	Premiere	narik	C	C	PERSONNEL	NON-ALIGNED	ENGINEER	2	7	6				(STF)						ENGINEER * Computer  Skill
% Narret	Voy	narret	C	152 C	PERSONNEL	KAZON	SCIENCE	7	7	6				(STF)[Voy][DQ]					The Kazon Collective (Nistrim)	SCIENCE * Honor  * Computer  Skill * Stellar  Cartography
% Nava	ROA	nava	C	C	PERSONNEL	FERENGI	CIVILIAN	6	7	4				[ROA]					Tower of Commerce	CIVILIAN * Acquisition  * Geology  * SCIENCE  * Anthropology
% Navok	BOG	navok	C	C	PERSONNEL	ROMULAN	SECURITY	4	6	7				(STF)[BOG]						SECURITY * Navigation  * Computer  Skill * Attributes  all +2 if with your Romulan V.I.P.
% NEBULA	QC	nebula	C	C	MISSION	Space						The McAllister C-5	4	(AQ)						Scan must be played to initiate battle here. Face next dilemma here when opponent scores points.
% Nekrit Supply Depot	Voy	nekritsupplydepot	S	56 S	FACILITY	NON-ALIGNED	OUTPOST			32				[Voy][DQ]						Seed one at any mission that is in (or adjacent to) the Nekrit Expanse Region OR build at such a mission where you have a Non-Aligned [DQ] ENGINEER.
% N'Garen	BOG	ngaren	U	U	PERSONNEL	KLINGON	SECURITY	7	6	6				(STF)[BOG]						SECURITY * Astrophysics  * SCIENCE  * Youth
% Nilva	ROA	nilva	C	C	PERSONNEL	FERENGI	V.I.P.	5	7	2				[ROA]					Tower of Commerce	V.I.P. * Greed  * Leadership  * FCA  * Biology
% Nine of Eleven	FC	nineofeleven	C	C	PERSONNEL	BORG		7	5	5				[Com][FC][DQ]		Drone				* Allows  all Borg in this hive present with a [Com] Borg to share skills. Each such Borg has every shared skill at its highest level.
% Nine of Fifteen	Borg	nineoffifteen	C	58 C	PERSONNEL	BORG		5	7	5				[Nav][Borg][DQ]		Drone				* SCIENCE  * Physics  * Astrophysics  * If  you have completed Harness Particle 010, all your Borg in play are each attributes all +2. (Cumulative.)
% Nine of Seventeen	FC	nineofseventeen	C	C	PERSONNEL	BORG		5	5	7				[Def][FC][DQ]		Drone				* When  on your ship during battle, that ship may use total WEAPONS against X different targets, where X=number of [Def] Borg aboard.
% Nine of Twelve	Borg	nineoftwelve	C	59 C	PERSONNEL	BORG		5	7	5				[Nav][Borg][DQ]		Drone				* ENGINEER  * Physics  * Navigation  * If  present where probing for Establish Gateway, once each turn, you may discard probe card to probe again.
% Nirata	Voy	nirata	C	184 C	PERSONNEL	VIDIIAN	MEDICAL	5	7	4				(STF)[Voy][DQ]						MEDICAL * Exobiology  * Biology
% Oken'alak	BOG	okenalak	C	C	PERSONNEL	DOMINION	SECURITY	7	6	8				(WTF)[KW][BOG][GQ]						SECURITY * Exobiology  * Computer  Skill \DL/ Prisoner  Escort
% One of Eleven	FC	oneofeleven	C	C	PERSONNEL	BORG		7	5	5				[Com][FC][DQ]		Drone				* May  "steal" unattended Equipment cards present. * May  download any one [Borg-Only] Equipment card in place of one card draw. * ENGINEER
% Ornithar	Dom	ornithar	C	C	PERSONNEL	DOMINION	CIVILIAN	5	7	6				[Dom][GQ]						CIVILIAN * Greed  * SCIENCE  * Geology
% Orren Ran	DS9	orrenran	C	C	PERSONNEL	FEDERATION	CIVILIAN	5	7	6				(STF)[DS9]						CIVILIAN * Geology  * ENGINEER
% Palteth	Premiere	palteth	C	C	PERSONNEL	ROMULAN	ENGINEER	3	8	7				(STF)						ENGINEER * Computer  Skill
% Pa'rena	TMP	parena	C	100 C	PERSONNEL	NON-ALIGNED	SCIENCE	5	7	4				(STF)[TMP]		Son'a				SCIENCE * Physics  * Exobiology  * Your  Ketracel-White may report here, for free.
% Parn	DS9	parn	C	C	PERSONNEL	CARDASSIAN	V.I.P.	5	8	6				(CMD)[DS9]					Central Command	V.I.P. * Treachery  * Archaeology  * Diplomacy
% PATROL NEUTRAL ZONE	FC	patrolneutralzone	U	U	MISSION	Space,[FEDERATION][ROMULAN]					10X	Neutral Zone Region * Nebula	5	[FC](AQ)						Leadership + No opposing ships in Neutral Zone X = number of Neutral Zone locations in play.
% Patrol Ship	ROA	patrolship	C	C	SHIP	CARDASSIAN	HIDEKI	8	5	6				[ROA]	(STF)					Tractor Beam (cannot carry ships aboard).
% Paul Rice	AU	paulrice	U	U	PERSONNEL	FEDERATION	OFFICER	7	7	6				(CMD)[Holo]				U.S.S. Drake		OFFICER * Leadership  * Computer  Skill * Nullifies  one Echo Papa 607 where present.
% Paxim	Voy	paxim	C	169 C	PERSONNEL	NON-ALIGNED	OFFICER	7	7	6				(CMD)[Voy][DQ]		Talaxian				OFFICER * Navigation  * Astrophysics  * Exobiology
% Paxton Reese	DS9	paxtonreese	C	C	PERSONNEL	FEDERATION	SCIENCE	6	6	5				[DS9]						SCIENCE * Navigation  * Stellar  Cartography
% Perak	DS9	perak	C	C	PERSONNEL	CARDASSIAN	SECURITY	5	6	7				(STF)[DS9]						SECURITY * ENGINEER  * Greed  * Treachery
% PLANET	FC	planet	C	C	MISSION	Planet,Any Away Team may attempt mission.					20	Class-M planet	3	[FC](AQ)						Landed ship + (Geology OR Greed)
% Prak	ROA	prak	C	C	PERSONNEL	FERENGI	OFFICER	6	8	7				(CMD)[ROA]						OFFICER * Navigation  * Stellar  Cartography
% Pralor Unit 6263	HA	pralorunit6263	C	109 C	PERSONNEL	NON-ALIGNED	OFFICER	5	7	10				(CMD)[Nem,Grey,R][HA][DQ]				Pralor Warship		OFFICER * Leadership  * Computer  Skill * Navigation
% Pralor Warship	HA	pralorwarship	U	130 U	SHIP	NON-ALIGNED	WARSHIP	7	10	9				[Nem,Grey,R][HA][DQ]	(CMD)(STF)(STF)			Pralor Unit 6263		Tractor Beam  Your Pralor Units may report aboard.  --- Attributes all -3 unless Pralor Unit in crew.
% Prylar Mond	DS9	prylarmond	C	C	PERSONNEL	BAJORAN	CIVILIAN	8	7	3				[DS9]						CIVILIAN * Anthropology  * Exobiology
% Qol	ROA	qol	C	C	PERSONNEL	FERENGI	SCIENCE	6	7	6				(STF)[ROA]						SCIENCE * Exobiology
% Rabek	Voy	rabek	C	153 C	PERSONNEL	KAZON	MEDICAL	7	6	8				(STF)[Voy][DQ]					The Kazon Collective (Nistrim)	MEDICAL * Exobiology  * Physics
% Rae'alin	TMP	raealin	C	101 C	PERSONNEL	NON-ALIGNED	ENGINEER	5	7	5				(STF)[TMP]		Son'a				ENGINEER * Geology  * Anthropology  * Archaeology
% Six of Seventeen	FC	sixofseventeen	C	C	PERSONNEL	BORG		5	5	7				[Def][FC][DQ]		Drone				* Physics  * Computer  Skill * Once  every turn, if on a ship, may reduce RANGE or WEAPONS by 2 until end of turn. (Not cumulative.)
% Six of Thirteen	TWT	sixofthirteen	C	45 C	PERSONNEL	BORG		7	5	5				[Com][TWT][DQ]		Drone				* Astrophysics  * Immune  to Thine Own Self. * If  present when your Adapt: Negate Obstruction is nullified, you may place it beneath draw deck.
% Six of Twelve	Borg	sixoftwelve	C	63 C	PERSONNEL	BORG		5	5	7				[Def][Borg][DQ]		Drone				* SECURITY  * Where  present, your Borg are each CUNNING and STRENGTH +1. (Cumulative.)
% Sixteen of Nineteen	FC	sixteenofnineteen	C	C	PERSONNEL	BORG		5	7	5				[Nav][FC][DQ]		Drone				* Archaeology  * Geology  * May  acquire artifact(s) if on same planet or aboard a ship at same space location.
% Solok	ROA	solok	C	C	PERSONNEL	FERENGI	OFFICER	4	7	6				(CMD)[ROA]						OFFICER * Smuggling  * Archaeology  * MEDICAL
% Son'a Battleship	TMP	sonabattleship	R	124 R	SHIP	NON-ALIGNED	SON'A BATTLESHIP	10	10	9				[TMP]	(CMD)(STF)(STF)					Son'a shuttlecraft may report, be carried, and launch aboard. Tractor Beam --- Attributes all -3 unless Son'a in crew.
% Son'a Shuttle	TMP	sonashuttle	C	125 C	SHIP	NON-ALIGNED	SON'A SHUTTLECRAFT	5	7	6				[TMP]						Transporter Drones may report aboard (for free, once each turn).  --- Attributes all -3 unless Son'a in crew.
% Soong-Type Android	QC	soongtypeandroid	C	C	PERSONNEL	NON-ALIGNED	*	7	10	10				(STF)						* Computer  Skill * Youth *  * Select classification and gender when reporting.
% Sorum	Voy	sorum	C	186 C	PERSONNEL	VIDIIAN	SECURITY	5	5	6				(STF)[Voy][DQ]						SECURITY * Anthropology  * Biology  * Geology  \DL/ Lower  Decks
% Soto	Dom	soto	U	U	PERSONNEL	NON-ALIGNED	SECURITY	4	6	7				(STF)[Dom]						SECURITY * Empathy  * Treachery * May nullify Lethean Telepathic attack where present.
% SPACE	QC	space	C	C	MISSION	Space						The final frontier ...	X	(AQ)						Counts as 1/2 card. May insert into spaceline. X=3 + Number of adjacent % locations.
% Stadi	Voy	stadi	C	133 C	PERSONNEL	FEDERATION	OFFICER	7	7	5				(STF)[Voy][DQ]						OFFICER * Empathy  * Navigation  * Honor * If  on a [Fed] ship, it is RANGE +1 (+2 if Intrepid class).
% Starship Constitution	TWT	starshipconstitution	C	107 C	SHIP	FEDERATION	CONSTITUTION	6	4	6				[AU][TWT]/OS\	/OS\					Tractor Beam \DL/ Any  % Federation /OS\ personnel
% Starship Constitution *TMP	TMP	starshipconstitutiontmp	C	111 C	SHIP	FEDERATION	CONSTITUTION	6	5	6				[AU][TMP]/Films\	/Films\					Tractor Beam \DL/ Any % Federation /Films\ personnel
% STUDY BADLANDS	DS9	studybadlands	U	U	MISSION	Space,Any crew may attempt mission.					25	Badlands Region * Plasma Storms	5	[DS9](AQ)						Navigation x2 + Stellar Cartography x2
